,_IM_PROGRAM,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_MINIMAL,_IM_EQUIVALENT,PREDICTED,RESULT
0,MergeSort,u-CRCR,1,0,0.16666666666666666,0.3,0.2380952380952381,0.0,0.2222222222222222,0.13513513513513511,1.0,While,0,0,0,1
1,MergeSort,u-CRCR,1,0,0.16666666666666666,0.3,0.2380952380952381,0.0,0.2222222222222222,0.13513513513513511,1.0,While,0,0,0,1
2,MergeSort,u-CRCR,1,0,0.16666666666666666,0.3,0.2380952380952381,0.0,0.2222222222222222,0.13513513513513511,1.0,While,0,0,0,1
3,MergeSort,u-CRCR,1,0,0.16666666666666666,0.3,0.2380952380952381,0.0,0.2222222222222222,0.13513513513513511,1.0,While,0,0,0,1
4,MergeSort,u-CRCR,1,0,0.16666666666666666,0.3,0.2380952380952381,0.0,0.2222222222222222,0.13513513513513511,1.0,While,0,0,0,1
5,MergeSort,u-CRCR,1,0,0.16666666666666666,0.3,0.2380952380952381,0.0,0.2222222222222222,0.13513513513513511,1.0,While,0,0,0,1
6,MergeSort,u-CRCR,1,0,0.16666666666666666,0.3,0.2380952380952381,0.0,0.2222222222222222,0.13513513513513511,1.0,While,0,0,0,1
7,MergeSort,u-CRCR,1,0,0.16666666666666666,0.3,0.2380952380952381,0.0,0.2222222222222222,0.13513513513513511,1.0,While,0,0,0,1
8,MergeSort,u-CRCR,1,0,0.16666666666666666,0.3,0.2380952380952381,0.0,0.2222222222222222,0.13513513513513511,1.0,While,0,0,0,1
9,MergeSort,u-CRCR,1,0,0.16666666666666666,0.3,0.2380952380952381,0.0,0.2222222222222222,0.13513513513513511,1.0,While,0,0,0,1
10,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
11,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
12,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
13,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
14,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
15,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
16,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
17,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
18,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
19,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
20,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
21,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
22,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
23,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
24,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
25,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
26,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
27,MergeSort,u-CRCR,0,1,0.3333333333333333,0.4,0.35714285714285715,0.14285714285714285,0.1111111111111111,0.13513513513513511,0.7543859649122807,Assignment,0,0,1,0
