Program,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_EQUIVALENT,_IM_MINIMAL
UnixCal,u-SRSR,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,Block,0,0
UnixCal,u-SRSR,0,1,0.4,0.5263157894736842,0.47368421052631576,0.0,0.0,0.0,0.16725978647686832,Assignment,0,0
UnixCal,u-SRSR,0,1,0.4,0.5263157894736842,0.47368421052631576,0.0,0.0,0.0,0.16725978647686832,Function Call,0,0
UnixCal,u-SRSR,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Block,0,0
UnixCal,u-SSDL,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Assignment,0,0
UnixCal,u-SSDL,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Assignment,0,0
UnixCal,u-SSDL,0,1,0.3,0.3684210526315789,0.3368421052631579,0.5555555555555556,0.25,0.3197158081705151,0.3914590747330961,Assignment,0,0
UnixCal,u-SSDL,1,0,0.2,0.3157894736842105,0.27368421052631575,0.5555555555555556,0.2857142857142857,0.3463587921847247,0.11921708185053381,Block,0,0
UnixCal,u-SSDL,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Block,0,0
UnixCal,u-SSDL,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,Assignment,0,0
UnixCal,u-SSDL,0,1,0.5,0.47368421052631576,0.47368421052631576,0.1111111111111111,0.03571428571428571,0.05328596802841919,0.0,Declaration,0,0
UnixCal,u-SSDL,1,0,0.4,0.42105263157894735,0.4105263157894737,0.2222222222222222,0.17857142857142858,0.17761989342806395,0.06227758007117438,Block,0,0
UnixCal,u-SSDL,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,Block,0,0
UnixCal,u-SSDL,0,1,0.4,0.5263157894736842,0.47368421052631576,0.0,0.0,0.0,0.16725978647686832,Assignment,0,0
UnixCal,u-SSDL,0,1,0.4,0.5263157894736842,0.47368421052631576,0.0,0.0,0.0,0.16725978647686832,Function Call,0,0
UnixCal,u-SSDL,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Block,0,0
UnixCal,u-STRI,1,0,0.2,0.3157894736842105,0.27368421052631575,0.5555555555555556,0.2857142857142857,0.3463587921847247,0.11921708185053381,If,0,0
UnixCal,u-STRI,1,0,0.2,0.3157894736842105,0.27368421052631575,0.5555555555555556,0.2857142857142857,0.3463587921847247,0.11921708185053381,If,0,0
UnixCal,u-STRI,1,0,0.4,0.42105263157894735,0.4105263157894737,0.2222222222222222,0.17857142857142858,0.17761989342806395,0.06227758007117438,If,0,0
UnixCal,u-STRI,1,0,0.4,0.42105263157894735,0.4105263157894737,0.2222222222222222,0.17857142857142858,0.17761989342806395,0.06227758007117438,If,0,0
UnixCal,u-STRP,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Assignment,0,0
UnixCal,u-STRP,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Assignment,0,0
UnixCal,u-STRP,0,1,0.3,0.3684210526315789,0.3368421052631579,0.5555555555555556,0.25,0.3197158081705151,0.3914590747330961,Assignment,0,0
UnixCal,u-STRP,1,0,0.2,0.3157894736842105,0.27368421052631575,0.5555555555555556,0.2857142857142857,0.3463587921847247,0.11921708185053381,Block,0,0
UnixCal,u-STRP,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Block,0,0
UnixCal,u-STRP,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,Assignment,0,0
UnixCal,u-STRP,0,1,0.5,0.47368421052631576,0.47368421052631576,0.1111111111111111,0.03571428571428571,0.05328596802841919,0.0,Declaration,0,0
UnixCal,u-STRP,1,0,0.4,0.42105263157894735,0.4105263157894737,0.2222222222222222,0.17857142857142858,0.17761989342806395,0.06227758007117438,Block,0,0
UnixCal,u-STRP,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,Block,0,0
UnixCal,u-STRP,0,1,0.4,0.5263157894736842,0.47368421052631576,0.0,0.0,0.0,0.16725978647686832,Assignment,0,0
UnixCal,u-STRP,0,1,0.4,0.5263157894736842,0.47368421052631576,0.0,0.0,0.0,0.16725978647686832,Function Call,0,0
UnixCal,u-STRP,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Block,0,0
UnixCal,u-SWDD,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,While,0,0
UnixCal,u-SWDD,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,While,0,0
UnixCal,u-VDTR,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Assignment,0,0
UnixCal,u-VDTR,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Assignment,1,0
UnixCal,u-VDTR,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Assignment,1,0
UnixCal,u-VDTR,1,0,0.2,0.3157894736842105,0.27368421052631575,0.5555555555555556,0.2857142857142857,0.3463587921847247,0.11921708185053381,If,0,0
UnixCal,u-VDTR,1,0,0.2,0.3157894736842105,0.27368421052631575,0.5555555555555556,0.2857142857142857,0.3463587921847247,0.11921708185053381,If,0,0
UnixCal,u-VDTR,1,0,0.2,0.3157894736842105,0.27368421052631575,0.5555555555555556,0.2857142857142857,0.3463587921847247,0.11921708185053381,If,0,0
UnixCal,u-VDTR,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,Assignment,0,0
UnixCal,u-VDTR,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,Assignment,1,0
UnixCal,u-VDTR,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,Assignment,1,0
UnixCal,u-VDTR,1,0,0.4,0.42105263157894735,0.4105263157894737,0.2222222222222222,0.17857142857142858,0.17761989342806395,0.06227758007117438,If,0,0
UnixCal,u-VDTR,1,0,0.4,0.42105263157894735,0.4105263157894737,0.2222222222222222,0.17857142857142858,0.17761989342806395,0.06227758007117438,If,0,0
UnixCal,u-VDTR,1,0,0.4,0.42105263157894735,0.4105263157894737,0.2222222222222222,0.17857142857142858,0.17761989342806395,0.06227758007117438,If,0,0
UnixCal,u-VLPR,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Assignment,0,0
UnixCal,u-VLPR,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Assignment,0,0
UnixCal,u-VLPR,1,0,0.2,0.3157894736842105,0.27368421052631575,0.5555555555555556,0.2857142857142857,0.3463587921847247,0.11921708185053381,If,0,0
UnixCal,u-VLPR,0,1,0.3,0.3684210526315789,0.3368421052631579,0.5555555555555556,0.25,0.3197158081705151,0.3914590747330961,Assignment,0,0
UnixCal,u-VLPR,1,0,0.4,0.42105263157894735,0.4105263157894737,0.2222222222222222,0.17857142857142858,0.17761989342806395,0.06227758007117438,If,0,0
UnixCal,u-VLPR,0,1,0.4,0.5263157894736842,0.47368421052631576,0.0,0.0,0.0,0.16725978647686832,Assignment,0,0
UnixCal,u-VLPR,0,1,0.4,0.5263157894736842,0.47368421052631576,0.0,0.0,0.0,0.16725978647686832,Function Call,0,0
UnixCal,u-VLSR,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Assignment,0,0
UnixCal,u-VLSR,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Assignment,0,0
UnixCal,u-VLSR,0,0,0.1,0.2631578947368421,0.21052631578947367,0.3333333333333333,0.32142857142857145,0.3463587921847247,0.0071174377224199285,While,0,0
UnixCal,u-VLSR,1,0,0.2,0.3157894736842105,0.27368421052631575,0.5555555555555556,0.2857142857142857,0.3463587921847247,0.11921708185053381,If,0,0
UnixCal,u-VLSR,1,0,0.2,0.3157894736842105,0.27368421052631575,0.5555555555555556,0.2857142857142857,0.3463587921847247,0.11921708185053381,If,0,0
UnixCal,u-VLSR,0,1,0.3,0.3684210526315789,0.3368421052631579,0.5555555555555556,0.25,0.3197158081705151,0.3914590747330961,Assignment,0,0
UnixCal,u-VLSR,0,1,0.3,0.3684210526315789,0.3368421052631579,0.5555555555555556,0.25,0.3197158081705151,0.3914590747330961,Assignment,0,0
UnixCal,u-VLSR,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,Assignment,0,0
UnixCal,u-VLSR,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,Assignment,0,0
UnixCal,u-VLSR,1,0,0.3,0.3684210526315789,0.34736842105263155,0.1111111111111111,0.21428571428571427,0.18650088809946716,0.3185053380782918,While,0,0
UnixCal,u-VLSR,1,0,0.4,0.42105263157894735,0.4105263157894737,0.2222222222222222,0.17857142857142858,0.17761989342806395,0.06227758007117438,If,0,0
UnixCal,u-VLSR,1,0,0.4,0.42105263157894735,0.4105263157894737,0.2222222222222222,0.17857142857142858,0.17761989342806395,0.06227758007117438,If,0,0
UnixCal,u-VLSR,0,1,0.4,0.5263157894736842,0.47368421052631576,0.0,0.0,0.0,0.16725978647686832,Assignment,0,0
UnixCal,u-VLSR,0,1,0.4,0.5263157894736842,0.47368421052631576,0.0,0.0,0.0,0.16725978647686832,Assignment,0,0
UnixCal,u-VTWD,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Assignment,1,0
UnixCal,u-VTWD,0,1,0.0,0.0,0.0,0.4444444444444444,0.35714285714285715,0.3996447602131439,0.12277580071174377,Assignment,0,0
UnixCal,u-VTWD,1,0,0.2,0.3157894736842105,0.27368421052631575,0.5555555555555556,0.2857142857142857,0.3463587921847247,0.11921708185053381,If,0,0
UnixCal,u-VTWD,1,0,0.2,0.3157894736842105,0.27368421052631575,0.5555555555555556,0.2857142857142857,0.3463587921847247,0.11921708185053381,If,0,0
UnixCal,u-VTWD,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,Assignment,0,0
UnixCal,u-VTWD,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,Assignment,0,0
UnixCal,u-VTWD,1,0,0.4,0.42105263157894735,0.4105263157894737,0.2222222222222222,0.17857142857142858,0.17761989342806395,0.06227758007117438,If,0,0
UnixCal,u-VTWD,1,0,0.4,0.42105263157894735,0.4105263157894737,0.2222222222222222,0.17857142857142858,0.17761989342806395,0.06227758007117438,If,0,0
UnixCal,u-VVDL,1,0,0.2,0.3157894736842105,0.27368421052631575,0.5555555555555556,0.2857142857142857,0.3463587921847247,0.11921708185053381,If,0,0
UnixCal,u-VVDL,0,0,0.2,0.3157894736842105,0.27368421052631575,0.2222222222222222,0.25,0.23978685612788633,0.06227758007117438,Assignment,0,0
UnixCal,u-VVDL,1,0,0.4,0.42105263157894735,0.4105263157894737,0.2222222222222222,0.17857142857142858,0.17761989342806395,0.06227758007117438,If,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,1,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,1,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,1,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,1,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,1,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,1,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,1,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,1,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,1,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,1,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,1,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,1,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Assignment,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,1
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,1,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
UnixCal,u-Cccr,1,1,0.0,0.0,0.0,0.6666666666666666,0.5357142857142857,0.6554174067495561,0.12277580071174377,Function Call,0,0
